chromosome,position,cm
11,132827692,152.814157
11,132840189,152.98592
11,132909293,153.043556
11,132912844,153.208617
11,132945546,153.269409
11,132956841,153.37716
11,132996397,153.432057
11,133005131,153.622683
11,133043258,153.673872
11,133045529,153.844704
11,133074663,153.885334
11,133078684,154.040957
11,133097611,154.160445
11,133101524,154.261794
11,133194915,154.31337
11,133217324,154.445154
11,133221722,154.548178
11,133275575,154.675595
11,133400279,154.793027
11,133412085,154.899217
11,133521772,155.002119
11,133523966,155.14474
11,133575300,155.19737
11,133586336,155.323462
11,133596917,155.345199
11,133599242,155.483755
11,133681425,155.524065
11,133698733,155.644703
11,133856832,155.812872
11,133860039,155.887012
11,133904185,155.937399
11,133915265,156.095601
11,133932652,156.124017
11,133935551,156.203825
11,134203538,156.308278
11,134207089,156.394412
11,134254796,156.550159
11,134261150,156.627631
11,134293443,156.660651
11,134299606,156.730158
11,134346119,156.854414
11,134349224,157.041615
11,134391551,157.123416
11,134432050,157.312463
11,134597073,157.435563
11,134618253,157.515188
11,134619520,157.610388
11,134660163,157.685783
11,134662127,157.834231
11,134746130,157.969212
11,134748945,158.085555
11,134945522,158.21865
12,148673,0.0
12,270773,0.43084
12,330315,0.560135
12,334199,0.680728
12,342677,0.736103
12,517521,0.782383
12,628669,1.167646
12,631550,1.265227
12,663396,1.385945
12,673078,1.621392
12,784848,1.771134
12,786238,1.873816
12,854331,1.93919
12,863517,2.134252
12,1079129,2.193993
12,1080854,2.345338
12,1509024,2.520762
12,1592657,2.627735
12,1607390,2.79863
12,1631037,2.840977
12,1637913,2.962825
12,1662052,3.030485
12,1682177,3.302515
12,1734270,3.48598
12,1739836,3.615836
12,1779753,3.829648
12,1933553,3.905118
12,1939048,4.07335
12,1948947,4.222624
12,2026808,4.288479
12,2046282,4.433297
12,2126774,4.484047
12,2132163,4.592068
12,2175651,4.662636
12,2178545,4.779894
12,2271575,4.894755
12,2274051,4.982005
12,2419896,5.074441
12,2423124,5.134379
12,2458441,5.161478
12,2472452,5.269928
12,2523772,5.304325
12,2544724,5.484109
12,2546742,5.588321
12,2594552,5.697191
12,2610641,5.836683
12,2876636,6.291138
12,2888319,6.440208
12,3060224,6.526239
12,3079072,6.690531
12,3123796,6.767824
12,3126040,6.858211
12,3174717,6.942334
12,3178508,7.088268
12,3249506,7.21249
12,3251901,7.260435
12,3294784,7.314345
12,3327167,7.440607
12,3330012,7.542586
12,3351844,7.625184
12,3353877,7.728932
12,3435834,7.946416
12,3437857,8.046801
12,3557320,8.251329
12,3563730,8.435509
12,3675268,8.56752
12,3682483,8.811392
12,3744815,8.907227
12,3748411,8.978082
12,3851710,9.101762
12,3857650,9.213461
12,3868168,9.237658
12,3871581,9.391044
12,4000616,9.488235
12,4003134,9.56228
12,4038950,9.69219
12,4042558,9.767369
12,4068186,9.888341
12,4071238,10.024215
12,4100661,10.2872
12,4120677,10.707846
12,4157031,10.81112
12,4266078,10.849091
12,4318916,10.99046
12,4337923,11.14102
12,4376494,11.192236
12,4390372,11.344382
12,4416304,11.445978
12,4419973,11.623704
12,4507672,11.720314
12,4509505,11.781547
12,4603698,11.962446
12,4670382,11.96308
12,4676456,12.025527
12,4771682,12.136547
12,4773310,12.198563
12,4889126,12.228972
12,4966624,12.391784
12,4972112,12.475483
12,4990222,12.494667
12,4992192,12.607724
12,5006379,12.69164
12,5056350,12.753386
12,5057998,12.850679
12,5061844,12.898533
12,5128108,13.00861
12,5131138,13.106809
12,5196704,13.251061
12,5199402,13.412548
12,5320728,13.565141
12,5322551,13.6836
12,5388036,13.783483
12,5389325,13.870938
12,5487932,13.923899
12,5637730,14.247843
12,5639137,14.313828
12,5671327,14.330356
12,5688383,14.429981
12,5748844,14.488522
12,5750791,14.644366
12,5877653,14.714928
12,5881403,14.859973
12,5936265,14.902379
12,5937384,14.952312
12,6022495,15.090549
12,6024263,15.166325
12,6070839,15.19991
12,6084323,15.399765
12,6169323,15.546999
12,6222087,15.775415
12,6360683,15.910277
12,6378212,16.081459
12,6412036,16.112254
12,6421174,16.257986
12,6469671,16.510133
12,6492008,16.745955
12,6520494,16.788314
12,6523249,16.888877
12,6561145,17.010482
12,6880996,17.236198
12,6884244,17.347429
12,6909442,17.418187
12,6911437,17.488381
12,6934300,17.551968
12,6939850,17.676511
12,6954624,17.777306
12,7062391,17.869914
12,7075882,17.959364
12,7145853,17.974851
12,7243568,18.131075
12,7371325,18.201845
12,7373646,18.335701
12,7518422,18.42746
12,7519826,18.521467
12,7631190,18.595376
12,7632376,18.666772
12,7847308,18.837233
12,7849986,18.916674
12,7930171,19.026501
12,7943376,19.192381
12,7993316,19.251861
12,7996554,19.337524
12,8088227,19.538607
12,8097404,19.634258
12,8123306,19.684112
12,8141435,19.888063
12,8230550,20.047917
12,8234112,20.122647
12,8279784,20.156525
12,8300589,20.285187
12,8375112,20.340993
12,8379795,20.511535
12,8534123,20.750845
12,8537765,20.825966
12,8659920,20.929847
12,8753339,21.08066
12,8756791,21.130335
12,8758658,21.224982
12,8789030,21.532573
12,8832203,21.651115
12,8975605,21.696257
12,8981527,21.795483
12,9029601,21.877156
12,9034272,21.994074
12,9464748,22.230157
12,9502548,22.293741
12,9821781,22.358608
12,9971982,22.497046
12,9997275,22.562647
12,10004648,22.630916
12,10175993,22.850656
12,10186284,23.001277
12,10367886,23.222637
12,10373881,23.283864
12,10479492,23.354433
12,10482311,23.453942
12,10487785,23.476432
12,10492982,23.598314
12,10824855,23.812033
12,10832143,23.914433
12,10935725,23.994243
12,10942710,24.0533
12,10944783,24.170713
12,11313673,24.220794
12,11376130,24.544879
12,11475770,24.592021
12,11480228,24.711687
12,11682860,24.818713
12,11697835,24.97878
12,11752006,25.067982
12,11767406,25.405474
12,11852495,25.537122
12,11855093,25.614243
12,11941579,25.719476
12,11944910,25.95331
12,12001252,26.030717
12,12004154,26.144405
12,12040911,26.285223
12,12042866,26.375496
12,12081339,26.462599
12,12084073,26.571995
12,12093517,26.575888
12,12103305,26.754953
12,12116926,26.779028
12,12119863,26.851424
12,12202173,26.925805
12,12252078,27.141472
12,12254476,27.208813
12,12266041,27.238583
12,12268526,27.31118
12,12439431,27.358916
12,12468058,27.513174
12,12514864,27.587923
12,12523564,27.712551
12,12537072,27.7536
12,12541869,27.849705
12,12729670,27.982135
12,12736119,28.164616
12,12808075,28.234858
12,12817965,28.304272
12,12898699,28.377735
12,12900512,28.487593
12,12924960,28.690867
12,13032787,28.925255
12,13034585,29.012522
12,13050419,29.039635
12,13053001,29.186105
12,13093385,29.227271000000002
12,13096028,29.366866
12,13184886,29.445132
12,13191175,29.50447
12,13242450,29.520522
12,13248157,29.612807
12,13333283,29.681748
12,13336958,29.751918
12,13362818,29.779602
12,13364197,29.861211
12,13554357,30.118146
12,13556792,30.248485
12,13736908,30.50158
12,13872044,30.576287
12,13875580,30.637166
12,14114657,30.823011
12,14119860,30.959628
12,14264114,31.060132
12,14270081,31.276061
12,14425860,31.412843
12,14433765,31.487851
12,14659441,31.554468
12,14663757,31.721021
12,14982352,31.847868
12,14984831,31.898276
12,15083510,31.961483
12,15114901,32.075665
12,15236299,32.140501
12,15252090,32.44491
12,15658430,32.625296
12,15672785,32.685683
12,15818880,32.758509
12,15821613,32.822238
12,15872585,32.836916
12,15880308,32.901745
12,16079122,32.945675
12,16080649,33.00776
12,16136782,33.050002
12,16141274,33.17612
12,16276441,33.260943
12,16280171,33.394435
12,16308214,33.440989
12,16312386,33.624274
12,16423287,33.709319
12,16425656,33.852538
12,16738120,34.131734
12,16768009,34.301218
12,16866876,34.336178
12,16869088,34.465335
12,17095055,34.520347
12,17097536,34.608575
12,17247625,34.647872
12,17249469,34.710599
12,17355174,34.743277
12,17367733,34.801286
12,17369824,34.934951
12,17374484,35.03553
12,18299091,35.44462
12,18302592,35.507022
12,18374435,35.583267
12,18466533,35.608271
12,18468068,35.639867
12,18623209,35.713837
12,18629717,35.769573
12,18790817,35.856141
12,18813675,36.019141
12,19086210,36.125413
12,19238903,36.286605
12,19725316,36.442948
12,19778517,36.519344
12,19782521,36.616876
12,19923067,36.732628
12,19936932,36.970811
12,20076094,37.112727
12,20078725,37.287616
12,20284746,37.435096
12,20287562,37.53069
12,20318188,37.555728
12,20338941,37.705158
12,20379710,37.730208
12,20381756,37.84762
12,20518025,37.963132
12,20526654,38.178478
12,20574818,38.211719
12,20590019,38.29615
12,20710598,38.389412
12,20713699,38.443614
12,20796149,38.540694
12,20804160,38.716528
12,20862939,38.787127
12,20865301,38.948742
12,20881762,38.961156
12,20886991,39.037917
12,20987356,39.085043
12,20991681,39.149916
12,21313773,39.283037
12,21317922,39.334776
12,21490381,39.412352
12,21569730,39.527803
12,21571978,39.645041
12,21747361,39.752326
12,21762219,39.905279
12,22086162,40.03225
12,22129289,40.151675
12,22245880,40.280252
12,22247584,40.379721
12,22325245,40.43376
12,22328189,40.53128
12,22482438,40.642208
12,22489256,40.712567
12,22870109,40.824968
12,22872641,40.891693
12,22890730,40.908278
12,22893666,40.984465
12,22933263,41.003553
12,22937543,41.141637
12,22960127,41.256717
12,22963109,41.330484
12,22988385,41.452538
12,23125431,41.592936
12,23128602,41.663421
12,23183852,41.755764
12,23185575,41.854882
12,23207730,41.948525
12,23637351,42.06086
12,23639917,42.128421
12,23659664,42.174815
12,23666839,42.305687
12,23819364,42.460442
12,23821733,42.609144
12,23841614,42.631314
12,23845232,42.735868
12,23917943,42.8134
12,23923620,42.911938
12,24150441,43.141159
12,24162553,43.244955
12,24291541,43.399258
12,24294258,43.539529
12,24370491,43.621222
12,24388089,43.709505
12,24389660,43.789295
12,24442699,43.904806
12,24457216,44.021128
12,24544526,44.147768
12,24547216,44.299381
12,24560842,44.337581
12,24563877,44.446642
12,24926928,44.679166
12,24930539,44.831243
12,24965708,44.856135
12,24966845,44.90503
12,25063004,44.985558
12,25065517,45.080874
12,25162703,45.189113
12,25170545,45.309549
12,25204473,45.355157
12,25207653,45.505068
12,25426122,45.676796
12,25427962,45.758779
12,25512503,45.852033
12,25514597,45.983386
12,25598573,46.077262
12,25600794,46.180869
12,25709532,46.246733
12,25771073,46.379331
12,25991726,46.506677
12,25993804,46.600597
12,26040226,46.620717
12,26041424,46.691462
12,26250878,46.797117
12,26253557,46.903419
12,26389769,46.988453
12,26438189,47.085118
12,26440059,47.164753
12,26532629,47.237079
12,26534192,47.356781
12,26547277,47.369524
12,26553839,47.451814
12,26858538,47.761084
12,26862439,47.826458
12,27093585,48.017216
12,27529219,48.129943
12,27531435,48.217622
12,27727495,48.317955
12,27798144,48.470736
12,27800883,48.55847
12,27839501,48.661039
12,27958456,48.767872
12,27981870,48.913816
12,27983316,48.963037
12,28190652,49.14562
12,28194223,49.223297
12,28240617,49.328874
12,28739627,49.419996
12,28744922,49.578203
12,28978308,49.688998
12,28981043,49.756192
12,29027274,49.767076
12,29028788,49.892916
12,29111480,49.922591
12,29112928,50.024134
12,29120617,50.105702
12,29364807,50.19264
12,29371727,50.276113
12,29630081,50.355195
12,29648764,50.433447
12,29651566,50.53385
12,29677800,50.699366
12,29776873,50.740646
12,29778035,50.799455
12,29788245,50.897503
12,29951626,51.190052
12,30102985,51.243665
12,30197212,51.383361
12,30198929,51.441233
12,30350918,51.637633
12,30357877,51.721637
12,30722222,51.939033
12,30723966,52.034969
12,30918286,52.071751
12,30975469,52.14971
12,30981288,52.237904
12,31066712,52.327322
12,31070720,52.441741
12,31126240,52.569437
12,31158898,52.754075
12,31399722,52.892538
12,31420306,52.981561
12,31514886,53.047507
12,31516706,53.12707
12,31797339,53.216924
12,31799091,53.268287
12,31906715,53.316314
12,32081072,53.527341
12,32083836,53.589956
12,32157146,53.731212
12,32173522,53.945024
12,32246543,54.108661
12,32362947,54.165843
12,32368166,54.298638
12,32645755,54.446484
12,32648257,54.514337
12,32764184,54.64896
12,32909240,54.683569
12,33074470,54.869673
12,33080545,55.015525
12,33438609,55.183594
12,34450534,55.441852
12,37941053,55.464592
12,39368862,55.622207
12,40317553,55.886814
12,41198315,56.461373
12,41199379,56.513238
12,41693943,56.667804
12,41696122,56.78982
12,42347363,57.161955
12,42348480,57.249966
12,42870444,57.31978
12,42873478,57.39755
12,43074061,57.608772
12,43076598,57.758132
12,43210738,57.822216
12,43468869,58.104775
12,43981044,58.277166
12,43989753,58.449687
12,44459583,58.68093
12,44476017,58.772215
12,44674671,58.795827
12,44678267,58.843974
12,44778595,58.881265
12,44792000,58.937159
12,44923334,59.012121
12,44926334,59.090104
12,45206698,59.21912
12,45210659,59.342609
12,45940096,59.61927
12,46023426,59.79612
12,46025223,59.91126
12,46073111,59.941676
12,46076419,59.999315
12,46512258,60.076813
12,46515501,60.156976
12,46604068,60.27678
12,46605239,60.346852
12,46629211,60.406144
12,47178307,60.488373
12,47463425,60.630766
12,47469223,60.709375
12,47504095,60.773732
12,47505609,60.860395
12,47669546,61.055483
12,47713678,61.208437
12,47716075,61.31898
12,47784221,61.38327
12,47788692,61.45583
12,47879568,61.488626
12,47888496,61.571738
12,47935320,61.618507
12,47940858,61.691879
12,48182241,61.806965
12,48186738,61.879256
12,48269410,62.075556
12,48273714,62.214963
12,48286015,62.306664
12,48394823,62.405964
12,48963021,62.586251
12,48974359,62.737547
12,49151097,62.798823
12,49159610,62.885861
12,49287450,63.023038
12,49667921,63.1378
12,49756665,63.255642
12,50165690,63.317603
12,50169070,63.427592
12,50290023,63.539607
12,50297670,63.657574
12,50324189,63.702244
12,50334781,63.880325
12,50374317,64.056134
12,51581565,64.329709
12,51584597,64.433041
12,51771040,64.554446
12,51774134,64.591539
12,51780636,64.920449
12,51924030,64.980361
12,51950340,65.141285
12,52219882,65.232638
12,52264525,65.358458
12,52273248,65.463028
12,52392200,65.546332
12,52443653,65.694271
12,52489247,65.720231
12,52568912,65.907544
12,52570926,66.021929
12,52601500,66.065686
12,52603750,66.176534
12,52644743,66.277067
12,52648297,66.40615
12,52807250,66.538764
12,52813798,66.593976
12,52913517,66.630602
12,52930262,66.716742
12,52932592,66.797333
12,52952401,66.874628
12,53036090,66.950676
12,53045003,67.126204
12,53184559,67.267459
12,53213453,67.390142
12,53359416,67.491045
12,53386641,67.7037
12,53437806,67.710772
12,53464492,67.791042
12,53597092,67.871853
12,53603738,67.974995
12,53619074,68.028785
12,54101065,68.163806
12,54105074,68.257894
12,54318562,68.51581
12,54320805,68.575273
12,54349773,68.601714
12,54384947,68.759664
12,54489010,68.881808
12,54508761,68.98927
12,54584933,69.044878
12,54598367,69.112971
12,54675113,69.132748
12,54712308,69.322265
12,54774379,69.367561
12,54786414,69.508125
12,54905815,69.603737
12,54910906,69.689504
12,54990949,69.923518
12,55124918,70.069889
12,55126486,70.146947
12,55318765,70.227433
12,55321014,70.35196
12,55409682,70.439224
12,55416041,70.556191
12,55431990,70.562261
12,55443170,70.677545
12,56050706,70.925673
12,56076919,71.127567
12,56115883,71.197222
12,56232176,71.228741
12,56241098,71.311227
12,56351346,71.349617
12,56354272,71.444362
12,56781444,71.547645
12,56803018,71.662758
12,56958447,71.754043
12,56978171,71.824441
12,56983252,71.927642
12,57477431,72.104036
12,57540751,72.183463
12,57558505,72.366781
12,57851182,72.433257
12,57856933,72.497981
12,58023981,72.608958
12,58486021,72.716508
12,58534768,72.830086
12,58747678,72.94317
12,58749803,73.061176
12,58836631,73.104954
12,58842292,73.201325
12,58971355,73.246109
12,58974650,73.350287
12,59052491,73.401266
12,59078629,73.519195
12,59245119,73.627543
12,59307446,73.740458
12,59312113,73.805946
12,59544503,73.922636
12,59557402,73.999203
12,59992825,74.099637
12,59997742,74.188762
12,60260499,74.313788
12,61304227,74.522901
12,61738896,74.667644
12,61741156,74.796551
12,61922878,74.890904
12,61925681,74.950865
12,61965658,75.055376
12,62276583,75.156348
12,62281050,75.240065
12,62383827,75.319796
12,62386600,75.446918
12,62572690,75.575363
12,63055772,75.699746
12,63057811,75.78507
12,63236361,76.133706
12,63240672,76.243152
12,63259895,76.375288
12,63311148,76.459809
12,63312288,76.524546
12,63526490,76.756594
12,64307436,77.105829
12,64314158,77.205604
12,64397882,77.262707
12,64400591,77.417228
12,64548492,77.5617
12,64909603,77.691348
12,64915060,77.809627
12,64945908,77.838532
12,64961684,78.000934
12,65096398,78.090917
12,65100884,78.189138
12,65383970,78.318909
12,65385252,78.387589
12,65448986,78.472269
12,65922895,78.582151
12,65929967,78.725655
12,66065136,78.791773
12,66074221,78.859828
12,66106561,78.867045
12,66108963,78.94074
12,66117125,78.961478
12,66118509,79.051146
12,66161344,79.105097
12,66165202,79.25298
12,66391396,79.420897
12,66394664,79.529012
12,66423348,79.567572
12,66425288,79.692877
12,66452879,79.716733
12,66454490,79.769983
12,66637485,79.847437
12,66648328,80.064599
12,66842135,80.255755
12,66844802,80.314563
12,66941307,80.400943
12,66943027,80.483132
12,67038928,80.539352
12,67076575,80.679916
12,67178282,80.784274
12,67184718,80.972393
12,67436745,81.219494
12,67438253,81.29594
12,67616583,81.40178
12,67643840,81.477397
12,67818327,81.528188
12,67904963,81.666529
12,67911539,81.884733
12,68008783,82.078573
12,68010614,82.21655
12,68173596,82.313162
12,68176381,82.459258
12,68246876,82.522299
12,68248432,82.631597
12,68464833,82.829262
12,68469642,82.890011
12,68507921,82.906796
12,68510277,83.02081
12,68596185,83.055521
12,68599906,83.117305
12,68742112,83.241416
12,68790738,83.382481
12,68792744,83.516409
12,68834082,83.632481
12,68837123,83.750288
12,68887806,83.810721
12,68890373,83.880374
12,69235406,83.998266
12,69263979,84.192337
12,69494008,84.463669
12,69523111,84.642703
12,69525887,84.717138
12,69581051,84.772639
12,69586201,84.87508
12,69608090,84.893603
12,69619392,85.051528
12,69826029,85.139785
12,69827658,85.228243
12,69834963,85.300469
12,70017401,85.36512
12,70018656,85.408346
12,70101023,85.536865
12,70312890,85.617066
12,70319202,85.700769
12,70445082,85.806019
12,70815755,85.891677
12,70817946,85.931346
12,70948245,86.061642
12,70959910,86.257471
12,71015199,86.355108
12,71016641,86.440287
12,71136612,86.54274
12,71145134,86.658079
12,71227311,86.831964
12,71667022,87.076569
12,71671808,87.1465
12,71688642,87.151607
12,71692614,87.266315
12,71837523,87.359488
12,71842791,87.429984
12,71939336,87.497001
12,71943379,87.620513
12,72504886,87.843532
12,72538429,87.94323
12,72606814,87.976014
12,72609368,88.076238
12,72642711,88.124415
12,72648077,88.262911
12,72702592,88.286486
12,72703898,88.376732
12,73120966,88.544441
12,73125054,88.604907
12,73149226,88.606102
12,73152467,88.720848
12,73440709,88.797866
12,73670298,88.949738
12,74835107,89.188839
12,75193041,89.39627
12,75194758,89.458376
12,75564350,89.611167
12,75566937,89.762154
12,75654478,89.789254
12,75658569,89.857564
12,76039483,89.94112
12,76042692,90.037715
12,76058346,90.051893
12,76064345,90.165028
12,76111969,90.196646
12,76119142,90.405516
12,76298772,90.651055
12,76310936,90.803645
12,76421254,91.087971
12,76426877,91.214079
12,76483623,91.249797
12,76518531,92.308204
12,76529043,92.377988
12,76632225,92.4433
12,76634974,92.504046
12,77100340,92.635222
12,77103873,92.772215
12,77127959,92.789232
12,77134151,92.903574
12,77263912,92.933505
12,77299921,93.041148
12,77392678,93.085976
12,77397698,93.166379
12,77449790,93.310558
12,77799416,93.491307
12,77806686,93.684979
12,77816167,93.749994
12,78113699,93.980687
12,78115581,94.042513
12,78284433,94.247238
12,78398181,94.289316
12,78401485,94.394573
12,78569970,94.597772
12,78572650,94.709625
12,78639205,94.773309
12,78642971,94.882406
12,78677265,94.920767
12,78681966,95.030797
12,78846463,95.150126
12,78848864,95.217993
12,78927648,95.294549
12,78929673,95.33428
12,79054263,95.367917
12,79060931,95.549191
12,79222921,95.589174
12,79231689,95.727819
12,79313876,95.780956
12,79315388,95.832889
12,79753790,96.040381
12,79759364,96.153972
12,80114135,96.219254
12,80117280,96.315584
12,80140458,96.419674
12,80431147,96.481627
12,80451244,96.825932
12,80654250,96.924486
12,80691528,97.064408
12,80946845,97.174197
12,80948532,97.29828
12,81028366,97.322166
12,81031055,97.418014
12,81303976,97.536857
12,81340656,97.633538
12,82071784,97.877744
12,82502105,98.126074
12,82577489,98.220225
12,82591896,98.342944
12,82863918,98.415447
12,82916987,98.511607
12,83018712,98.525002
12,83040610,98.626513
12,83137872,98.702592
12,83160957,98.843271
12,83264218,98.937537
12,83270871,99.065446
12,83298633,99.092618
12,83313669,99.240468
12,83500342,99.419013
12,83504412,99.509604
12,83534343,99.58236
12,83551292,99.737257
12,83856754,99.858621
12,83857937,99.908954
12,84173264,99.984636
12,84177350,100.030044
12,85017136,100.242317
12,85052616,100.347488
12,85233731,100.444437
12,85235777,100.508209
12,85343984,100.560989
12,85348686,100.63519
12,85394887,100.655714
12,85401925,100.730856
12,86137036,100.863465
12,86138548,100.904128
12,86622414,101.059144
12,87718852,101.211884
12,87734091,101.290486
12,87909726,101.335971
12,87923225,101.39519
12,88238270,101.485858
12,88346009,101.55455
12,88354523,101.764131
12,88524611,101.936574
12,89313579,102.129651
12,89442267,102.320155
12,89447754,102.43388
12,89665760,102.545459
12,89690312,102.840307
12,89716916,102.877057
12,89721165,102.960112
12,89825122,103.085433
12,89940502,103.107694
12,89942390,103.164542
12,90567732,103.302773
12,90571042,103.404888
12,90713563,103.455922
12,90734509,103.54434
12,91020573,103.640041
12,91022199,103.687252
12,91194729,103.817117
12,91195712,103.86493
12,91277345,103.927935
12,91279948,104.004207
12,91828061,104.255982
12,91830840,104.301147
12,92064060,104.373053
12,92065034,104.402155
12,92067323,104.580526
12,92238373,104.628188
12,92241372,104.729217
12,92376726,104.852815
12,92417890,105.002944
12,92423634,105.102763
12,92631138,105.265144
12,92634415,105.327216
12,92680623,105.360367
12,92682294,105.439721
12,92828269,105.588459
12,92830476,105.772219
12,92861090,105.786934
12,92865762,105.911982
12,93163459,106.126907
12,93321545,106.135965
12,93454823,106.288064
12,93458695,106.39334
12,93493349,106.454507
12,93509443,106.708906
12,93560206,106.884553
12,93601954,106.924759
12,93604286,107.068213
12,93800678,107.286594
12,93923733,107.321823
12,93949182,107.519795
12,93997128,107.577918
12,94005682,107.785033
12,94201564,108.026285
12,94202652,108.088419
12,94271348,108.301935
12,94286182,108.439926
12,94447114,108.673961
12,94457380,108.756892
12,94512462,108.817748
12,94515826,109.003955
12,94637198,109.178613
12,94646413,109.302017
12,94666230,109.369343
12,94875407,109.434214
12,94884045,109.510313
12,94914350,109.548294
12,94923428,109.77527
12,95027662,110.028345
12,95030214,110.16201
12,95105401,110.285955
12,95116880,110.432207
12,95145233,110.59247
12,95154502,110.743262
12,95320950,110.829992
12,95360709,110.911662
12,95717497,110.988057
12,95719628,111.151535
12,95740219,111.235431
12,95930268,111.369535
12,95946083,111.5125
12,96019593,111.686906
12,96021382,111.772742
12,96046203,111.896576
12,96051418,111.999264
12,96084323,112.030834
12,96091003,112.103845
12,96438641,112.376866
12,96444697,112.585782
12,96526003,112.656843
12,96527760,112.772478
12,96544469,113.068726
12,96565645,113.185349
12,96792274,113.275643
12,96830278,113.512057
12,97413049,113.673211
12,97438264,113.741092
12,97446385,113.857649
12,97683675,114.040288
12,97685364,114.143467
12,97790900,114.259382
12,97792182,114.343225
12,97808996,114.388776
12,97811063,114.486795
12,97916472,114.620561
12,97919052,114.678676
12,97990346,114.703727
12,97994769,114.752825
12,98215364,114.925398
12,98217015,115.045713
12,98578478,115.207566
12,98580281,115.302703
12,98783687,115.456716
12,98785567,115.504784
12,99135638,115.648674
12,99168312,115.747044
12,99219010,115.77594
12,99265148,115.934274
12,99270833,116.023846
12,99305987,116.113774
12,99308962,116.206579
12,99348513,116.232674
12,99351017,116.29113
12,99640428,116.380456
12,99691448,116.458724
12,99693251,116.52632
12,99815818,116.562499
12,99821684,116.783791
12,99837070,116.798531
12,99839855,116.864505
12,99984590,116.93193
12,99991075,117.016192
12,100039156,117.033733
12,100042040,117.1054
12,100215417,117.175023
12,100219207,117.249266
12,100779496,117.39342
12,100781888,117.440162
12,100938784,117.554683
12,100948515,117.649703
12,101089055,117.74992
12,101091565,117.813145
12,101121965,117.902471
12,101446278,118.115712
12,101449368,118.243803
12,101611070,118.331134
12,101633766,118.452692
12,101824506,118.499405
12,101828696,118.570707
12,101859507,118.591511
12,101864793,118.75606
12,101911079,118.787313
12,101921877,118.889835
12,101971508,118.974069
12,101984852,119.104104
12,102079973,119.204529
12,102081450,119.270459
12,102339665,119.445586
12,102342119,119.54959
12,102389496,119.585991
12,102394872,119.724658
12,102869600,119.782576
12,102962507,119.88079
12,102968299,120.02706
12,103122208,120.152417
12,103127232,120.222091
12,103177634,120.271817
12,103179936,120.336394
12,103326468,120.397412
12,103421895,120.678893
12,103610428,120.77688
12,103626179,120.865723
12,103772777,120.927745
12,103774432,120.989017
12,103895792,121.022335
12,103948476,121.142461
12,104011045,121.167671
12,104014102,121.230089
12,104128666,121.415615
12,104130510,121.565289
12,104138918,121.67589
12,104229503,121.775823
12,104232180,121.870874
12,104775110,122.113197
12,104844185,122.229662
12,104850814,122.399338
12,104918923,122.509762
12,104920299,122.576688
12,105063254,122.794404
12,105086397,122.861593
12,105098753,123.006246
12,105104794,123.234665
12,105138472,123.364029
12,105442186,123.457783
12,105446831,123.544164
12,105720972,123.633932
12,105725635,123.739416
12,106097597,124.090152
12,106154933,124.21117
12,106160716,124.326581
12,106221793,124.351155
12,106226081,124.426212
12,106435302,124.694368
12,106437940,124.790592
12,106505334,124.848242
12,106532072,125.046209
12,106621530,125.12996
12,106623009,125.239948
12,106651751,125.25389
12,106662242,125.381024
12,107547072,125.661022
12,107550421,125.739843
12,107724774,125.823532
12,107726279,125.923447
12,107840893,126.049329
12,107851207,126.131815
12,108026082,126.224048
12,108033269,126.292412
12,108168585,126.362523
12,108190056,126.514234
12,108499433,126.648557
12,108521241,126.93898
12,108689010,127.078395
12,108702560,127.17052
12,108707123,127.294183
12,109019691,127.568364
12,109024725,127.611694
12,109029940,127.744426
12,109268639,127.806919
12,109272051,127.863075
12,109317035,127.909589
12,109328255,127.998777
12,109641978,128.200174
12,109644357,128.258124
12,109683059,128.289258
12,109685093,128.345325
12,110044918,128.462673
12,110113403,128.588749
12,110116510,128.719159
12,110271899,128.898829
12,111248624,129.002263
12,111369401,129.167712
12,111841160,129.412317
12,113027507,129.504685
12,113031543,129.578718
12,113212371,129.660094
12,113260896,129.785316
12,113264897,130.008977
12,113478072,130.188458
12,113522774,130.31286
12,113526284,130.416397
12,113770261,130.48437
12,113793960,130.574255
12,113872444,130.610603
12,113891551,130.730566
12,113955587,130.834948
12,113962476,130.98107
12,113984089,131.019054
12,113990210,131.25611
12,114046679,131.306018
12,114050965,131.382776
12,114180110,131.538093
12,114182892,131.635924
12,114243204,131.69722
12,114257208,131.782749
12,114405259,131.884223
12,114455843,131.988347
12,114687311,132.150568
12,114689743,132.203579
12,114835428,132.440196
12,114841996,132.517031
12,114882379,132.560451
12,114885632,132.708128
12,115034119,132.855512
12,115037834,132.994488
12,115046350,133.135788
12,115086078,133.166188
12,115090036,133.242014
12,115118997,133.289451
12,115128655,133.400155
12,115250436,133.590051
12,115264616,133.792125
12,115326972,133.831827
12,115344782,133.974059
12,115382425,134.005179
12,115384644,134.073509
12,115437761,134.119774
12,115449605,134.252591
12,115451778,134.374754
12,115466266,134.392194
12,115476753,134.527027
12,115556294,134.613743
12,115558139,134.708412
12,115581633,134.742997
12,115585496,134.82421
12,115600456,134.83661
12,115603902,134.982505
12,115836522,135.294637
12,115839571,135.419602
12,115862340,135.496996
12,115991409,135.609874
12,116002504,135.686625
12,116184185,135.925959
12,116187660,136.090615
12,116197145,136.169904
12,116381174,136.494175
12,116385472,136.548311
12,116755819,136.629266
12,116757486,136.698114
12,116786065,136.755017
12,116788372,136.820818
12,116880940,137.055084
12,116883813,137.15537
